slate_date,game_date,player_name,player_id,player_key,team,opponent,stat,projected_value,source_file,reason,candidate_actual_rows,created_at_utc
2025-07-05,2025-07-05,NaLyssa Smith,nalyssa smith,nalyssa smith,IND,CON,rebounds,7.2,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,NaLyssa Smith,nalyssa smith,nalyssa smith,IND,CON,assists,1.92,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,NaLyssa Smith,nalyssa smith,nalyssa smith,IND,CON,threes_made,0.46,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,NaLyssa Smith,nalyssa smith,nalyssa smith,IND,CON,steals,0.86,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,NaLyssa Smith,nalyssa smith,nalyssa smith,IND,CON,blocks,0.85,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,Sabrina Ionescu,sabrina ionescu,sabrina ionescu,NYL,LVA,points,18.6,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,Sabrina Ionescu,sabrina ionescu,sabrina ionescu,NYL,LVA,rebounds,6.17,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,Sabrina Ionescu,sabrina ionescu,sabrina ionescu,NYL,LVA,assists,7.24,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,Sabrina Ionescu,sabrina ionescu,sabrina ionescu,NYL,LVA,threes_made,2.57,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,Sabrina Ionescu,sabrina ionescu,sabrina ionescu,NYL,LVA,steals,1.64,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2025-07-05,2025-07-05,Sabrina Ionescu,sabrina ionescu,sabrina ionescu,NYL,LVA,blocks,0.38,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20250705.csv,no_safe_player_match,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,A'ja Wilson,a'ja wilson,a'ja wilson,LVA,NYL,points,23.45,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,A'ja Wilson,a'ja wilson,a'ja wilson,LVA,NYL,rebounds,9.73,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,A'ja Wilson,a'ja wilson,a'ja wilson,LVA,NYL,assists,3.37,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,A'ja Wilson,a'ja wilson,a'ja wilson,LVA,NYL,threes_made,1.02,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,A'ja Wilson,a'ja wilson,a'ja wilson,LVA,NYL,steals,1.51,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,A'ja Wilson,a'ja wilson,a'ja wilson,LVA,NYL,blocks,2.34,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Aliyah Boston,aliyah boston,aliyah boston,IND,CON,points,15.58,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Aliyah Boston,aliyah boston,aliyah boston,IND,CON,rebounds,7.52,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Aliyah Boston,aliyah boston,aliyah boston,IND,CON,assists,3.48,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Aliyah Boston,aliyah boston,aliyah boston,IND,CON,threes_made,0.8,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Aliyah Boston,aliyah boston,aliyah boston,IND,CON,steals,0.76,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Aliyah Boston,aliyah boston,aliyah boston,IND,CON,blocks,1.12,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alysha Clark,alysha clark,alysha clark,LVA,NYL,points,8.43,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alysha Clark,alysha clark,alysha clark,LVA,NYL,rebounds,4.4,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alysha Clark,alysha clark,alysha clark,LVA,NYL,assists,1.89,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alysha Clark,alysha clark,alysha clark,LVA,NYL,threes_made,0.74,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alysha Clark,alysha clark,alysha clark,LVA,NYL,steals,1.01,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alysha Clark,alysha clark,alysha clark,LVA,NYL,blocks,0.5,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alyssa Thomas,alyssa thomas,alyssa thomas,CON,IND,points,13.88,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alyssa Thomas,alyssa thomas,alyssa thomas,CON,IND,rebounds,9.38,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alyssa Thomas,alyssa thomas,alyssa thomas,CON,IND,assists,7.99,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alyssa Thomas,alyssa thomas,alyssa thomas,CON,IND,threes_made,1.16,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alyssa Thomas,alyssa thomas,alyssa thomas,CON,IND,steals,1.42,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Alyssa Thomas,alyssa thomas,alyssa thomas,CON,IND,blocks,0.59,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,LVA,points,12.7,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,LVA,rebounds,4.3,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,LVA,assists,3.17,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,LVA,threes_made,1.5,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,LVA,steals,0.84,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,LVA,blocks,0.5,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Breanna Stewart,breanna stewart,breanna stewart,NYL,LVA,points,22.53,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Breanna Stewart,breanna stewart,breanna stewart,NYL,LVA,rebounds,8.5,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Breanna Stewart,breanna stewart,breanna stewart,NYL,LVA,assists,3.61,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Breanna Stewart,breanna stewart,breanna stewart,NYL,LVA,threes_made,2.02,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Breanna Stewart,breanna stewart,breanna stewart,NYL,LVA,steals,1.64,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Breanna Stewart,breanna stewart,breanna stewart,NYL,LVA,blocks,1.51,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Brionna Jones,brionna jones,brionna jones,CON,IND,points,13.91,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Brionna Jones,brionna jones,brionna jones,CON,IND,rebounds,8.33,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Brionna Jones,brionna jones,brionna jones,CON,IND,assists,3.54,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Brionna Jones,brionna jones,brionna jones,CON,IND,threes_made,0.55,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Brionna Jones,brionna jones,brionna jones,CON,IND,steals,0.69,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Brionna Jones,brionna jones,brionna jones,CON,IND,blocks,0.99,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Caitlin Clark,caitlin clark,caitlin clark,IND,CON,points,24.46,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Caitlin Clark,caitlin clark,caitlin clark,IND,CON,rebounds,5.95,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Caitlin Clark,caitlin clark,caitlin clark,IND,CON,assists,8.24,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Caitlin Clark,caitlin clark,caitlin clark,IND,CON,threes_made,3.27,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Caitlin Clark,caitlin clark,caitlin clark,IND,CON,steals,1.45,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Caitlin Clark,caitlin clark,caitlin clark,IND,CON,blocks,0.53,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Chelsea Gray,chelsea gray,chelsea gray,LVA,NYL,points,16.02,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Chelsea Gray,chelsea gray,chelsea gray,LVA,NYL,rebounds,3.07,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Chelsea Gray,chelsea gray,chelsea gray,LVA,NYL,assists,7.1,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Chelsea Gray,chelsea gray,chelsea gray,LVA,NYL,threes_made,2.1,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Chelsea Gray,chelsea gray,chelsea gray,LVA,NYL,steals,1.45,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Chelsea Gray,chelsea gray,chelsea gray,LVA,NYL,blocks,0.34,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Courtney Vandersloot,courtney vandersloot,courtney vandersloot,NYL,LVA,points,9.52,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Courtney Vandersloot,courtney vandersloot,courtney vandersloot,NYL,LVA,rebounds,3.46,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Courtney Vandersloot,courtney vandersloot,courtney vandersloot,NYL,LVA,assists,5.6,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Courtney Vandersloot,courtney vandersloot,courtney vandersloot,NYL,LVA,threes_made,1.52,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Courtney Vandersloot,courtney vandersloot,courtney vandersloot,NYL,LVA,steals,1.31,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Courtney Vandersloot,courtney vandersloot,courtney vandersloot,NYL,LVA,blocks,0.31,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DeWanna Bonner,dewanna bonner,dewanna bonner,CON,IND,points,16.74,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DeWanna Bonner,dewanna bonner,dewanna bonner,CON,IND,rebounds,7.37,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DeWanna Bonner,dewanna bonner,dewanna bonner,CON,IND,assists,2.96,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DeWanna Bonner,dewanna bonner,dewanna bonner,CON,IND,threes_made,1.73,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DeWanna Bonner,dewanna bonner,dewanna bonner,CON,IND,steals,0.98,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DeWanna Bonner,dewanna bonner,dewanna bonner,CON,IND,blocks,0.7,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DiJonai Carrington,dijonai carrington,dijonai carrington,CON,IND,points,12.29,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DiJonai Carrington,dijonai carrington,dijonai carrington,CON,IND,rebounds,4.81,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DiJonai Carrington,dijonai carrington,dijonai carrington,CON,IND,assists,3.59,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DiJonai Carrington,dijonai carrington,dijonai carrington,CON,IND,threes_made,1.41,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DiJonai Carrington,dijonai carrington,dijonai carrington,CON,IND,steals,1.19,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,DiJonai Carrington,dijonai carrington,dijonai carrington,CON,IND,blocks,0.4,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Erica Wheeler,erica wheeler,erica wheeler,IND,CON,points,7.92,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Erica Wheeler,erica wheeler,erica wheeler,IND,CON,rebounds,2.58,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
2026-03-31,2026-03-31,Erica Wheeler,erica wheeler,erica wheeler,IND,CON,assists,4.48,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260331.csv,no_actual_rows_for_game_date,0,2026-06-10T11:30:42Z
